re,re_index,ion_type,pos,charge,base_ion_spec,truth,candidate_group,in_manual_annotation,in_fragments_selected,manual_row_count,manual_matched_rows,manual_selected_rows,manual_labels_json,manual_best_ion_score,manual_best_gof_confidence,manual_best_peaks_matched,manual_best_ion_corr_score,manual_min_abs_ppm_error,fragments_status,fragments_stage,fragments_label,fragments_variant_suffix,fragments_score,fragments_css,fragments_rawcos,fragments_coverage,fragments_match_count,fragments_unexplained,fragments_missing_core,fragments_interference,fragments_s2n,fragments_ppm_rmse,fragments_fit_score,fragments_correlation,fragments_pc_missing_peaks,fragments_mass_error_std,fragments_obs_rel_int,fragments_abs_anchor_ppm,fragments_raw_candidate,fragments_selected_final,diagnose_best_label,diagnose_reason,diagnose_ok,diagnose_isodec_accepted,diagnose_final_cosine,diagnose_isodec_css,diagnose_raw_cosine,diagnose_abs_anchor_ppm,diagnose_matched_peaks,diagnose_area_covered,diagnose_top_peaks,diagnose_anchor_within_ppm
RE12,12,c,24,3,c24^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^3+ | 2.4 ppm | score=0.435 | css=0.792,-OxidizedLoop,0.4346745233595239,0.7921789049715949,0.7921789049715948,0.541246080002234,2.0,0.5064230379498579,0.2823713430179138,0.1502532357906583,0.4533828915261674,0.5596581403721341,0.3999589894763289,0.7635562008331757,71.42857142857143,0.41865000725534873,0.00010529470529470529,2.4100144403272297,1,1,c24-OxidizedLoop^3+,ok,1,1,0.7921789049715949,0.7921789049715949,0.7921789049715948,2.4100144403272297,2.0,0.6227480510863526,1.0,1
RE12,12,c,33,2,c33^2+,0,fp_selected,1,1,1,0,0,"[""c33 2+""]",-1.119,34.09,3.0,-0.079,0.33,selected_final,accepted,c33-OxidizedLoop^2+ | -6.1 ppm | score=0.329 | css=0.827 | %H=43 | %2H=0 | +mix,-OxidizedLoop,0.3289779950628439,0.8270252064074933,0.5256590972416059,0.5735755290929019,9.0,0.6299724470466679,0.27336036928141716,0.7712286956366337,1.5580212444632902,13.847753536182017,0.36460446526332757,0.23870798263640414,47.05882352941176,10.233018446955569,0.00032687312687312684,6.078308129122553,1,1,c33-OxidizedLoop^2+,ok,1,1,0.818879293673197,0.818879293673197,0.8196501230982147,6.078308129122553,9.0,0.2009299461420762,0.0,1
RE12,12,c,33,3,c33^3+,1,tp_selected,1,1,1,1,1,"[""c33 3+""]",2.006,93.39,3.0,0.889,0.65,selected_final,accepted,c33-OxidizedLoop^3+ | 2.0 ppm | score=0.471 | css=0.850 | %H=26 | %2H=0 | +mix,-OxidizedLoop,0.4705203125526649,0.849626600378448,0.5631566763703512,0.762994034855072,8.0,0.6021856780569427,0.0,0.37627202016786065,0.5528923654835333,9.318238035794705,0.610731526490977,0.8459809394496665,52.94117647058824,13.249578644338767,0.00011928071928071928,1.973622444288747,1,1,c33-OxidizedLoop^3+,ok,1,1,0.9538242254787016,0.9538242254787016,0.960539040439184,1.973622444288747,7.0,0.293282715495949,1.0,1
RE12,12,c,34,2,c34^2+,1,fn_missed,1,0,1,1,1,"[""c34 2+""]",9.007,84.49,6.0,8.445,0.82,trace_only,quality_gates,c34-OxidizedLoop^2+,-OxidizedLoop,0.21723716666330506,0.7904891676183712,0.5105513797476688,0.7787680328740094,15.0,0.857,0.37,0.839,0.92,17.59,0.47,,11.8,,0.0002093906093906094,18.25545384021032,0,0,c34-OxidizedLoop^2+,ok,1,1,0.8930744405840197,0.8930744405840197,0.8816841463427358,18.25545384021032,9.0,0.08067550745028397,1.0,1
RE12,12,c,35,2,c35^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c35-OxidizedLoop^2+ | -3.8 ppm | score=0.545 | css=0.763,-OxidizedLoop,0.5454604993866827,0.7632071058544581,0.763207105854458,1.0,9.0,0.6289055077212822,0.0,0.7675456153375455,2.03181295993482,2.4628722293035827,0.6347003660851508,0.09482455745217125,0.0,6.454068472351463,0.00024045954045954045,3.8252120315412004,1,1,c35-OxidizedLoop^2+,ok,1,1,0.7632071058544581,0.7632071058544581,0.763207105854458,3.8252120315412004,9.0,0.13626579695522853,0.0,1
RE12,12,c,36,2,c36^2+,1,tp_selected,1,1,2,2,0,"[""c36 2+"", ""c36-2(H2O) 2+""]",5.693,84.45,7.0,5.545,0.49,selected_final,accepted,c36-OxidizedLoop^2+ | 2.7 ppm | score=0.619 | css=0.928,-OxidizedLoop,0.6185956916012552,0.9283460227510363,0.8269750699443944,0.9856944227892935,7.0,0.6574340300624022,0.0,0.7741824958755924,3.715544245628263,7.698769593547965,0.7723353466297421,0.8014214005512955,22.22222222222222,6.114098272721358,0.0008201798201798201,2.675958664684048,1,1,c36-OxidizedLoop^2+,ok,1,1,0.9283460227510363,0.9283460227510363,0.8269750699443944,2.675958664684048,7.0,0.32768044031561916,1.0,1
RE12,12,c,36,3,c36^3+,1,tp_selected,1,1,1,1,1,"[""c36 3+""]",11.341,87.65,8.0,9.069,0.7,selected_final,accepted,c36-OxidizedLoop^3+ | 4.8 ppm | score=0.596 | css=0.906,-OxidizedLoop,0.5961676710633427,0.9056936653413412,0.9068154609429936,1.0,9.0,0.6868408821440954,0.0,0.5687221166238563,1.9684682183082347,6.211958602410247,0.6793343600698615,0.5656123547852389,0.0,9.184888676473625,0.00048581418581418586,4.802868910629122,1,1,c36-OxidizedLoop^3+,ok,1,1,0.9056936653413412,0.9056936653413412,0.9068154609429936,4.802868910629122,9.0,0.3381160803206784,1.0,1
RE15,15,b,21,1,b21^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b21-OxidizedLoop^1+ | 6.1 ppm | score=0.324 | css=0.708,-OxidizedLoop,0.32414163373739885,0.7075441776982351,0.8782626714696999,0.4863105298059236,2.0,0.48994455408326276,0.3929280789824705,0.9417738147377421,0.8442947731546325,2.9900522987681053,0.24518206601924458,0.549428004539603,71.42857142857143,2.1842408321876925,0.000156615925058548,6.136543184026827,1,1,b21-OxidizedLoop^1+,ok,1,1,0.9108945925933439,0.9108945925933439,0.8782626714696999,6.136543184026827,5.0,0.10174381354081212,0.0,1
RE15,15,b,24,1,b24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b24-OxidizedLoop^1+ | 10.2 ppm | score=0.494 | css=0.743,-OxidizedLoop,0.49365887976276146,0.7434835151384928,0.6165970982732126,0.9908590134010151,6.0,0.6534804036202067,0.0,0.8346318828548694,13.916713956976684,3.80473037657481,0.43954885523949555,0.46911870100403164,14.285714285714285,6.21337800358345,0.00041612997658079626,10.217728670836127,1,1,b24-OxidizedLoop^1+,ok,1,1,0.7434835151384928,0.7434835151384928,0.6165970982732126,10.217728670836127,6.0,0.13649107985933867,0.0,1
RE15,15,b,35,3,b35^3+,1,tp_selected,1,1,1,1,1,"[""b35 3+""]",1.803,46.22,5.0,2.922,0.71,selected_final,accepted,b35-OxidizedLoop^3+ | 5.1 ppm | score=0.493 | css=0.729,-OxidizedLoop,0.4929050590089512,0.7287517370501826,0.7694458119007488,0.9752233264887686,8.0,0.6870224105824183,0.0,0.4676880831279059,1.1205559365346738,7.346619333578312,0.5234353865375864,0.4196740110054255,11.11111111111111,9.05052993880915,0.0003059133489461358,5.131177096543591,1,1,b35-OxidizedLoop^3+,ok,1,1,0.7287517370501826,0.7287517370501826,0.7694458119007488,5.131177096543591,8.0,0.37591355190830905,1.0,1
RE15,15,b,36,2,b36^2+,1,fn_missed,1,0,1,1,1,"[""b36 2+""]",3.304,95.12,5.0,3.62,0.46,trace_only,quality_gates,b36-OxidizedLoop^2+,-OxidizedLoop,0.5840758953972123,0.9211138870394577,0.9211138870394577,1.0,9.0,0.814,0.0,0.777,2.91,4.6,0.813,,0.0,,0.000714139344262295,4.113687461179058,0,0,b36-OxidizedLoop^2+,ok,1,1,0.9211138870394577,0.9211138870394577,0.9211138870394577,4.113687461179058,9.0,0.1409656774272148,0.0,1
RE15,15,c,3,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",3.987,100.0,3.0,2.176,0.41,selected_final,accepted,c3-ThiylRadical^1+ | -1.5 ppm | score=0.777 | css=0.978 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.7773278332805463,0.9782704271045396,0.5654131477213773,0.8567256824513229,2.0,0.18077477981868695,0.14327431754867714,0.039777889954568435,2.587725088542386,1.0297266059474028,0.8221358556709188,0.9833752807934788,33.33333333333333,2.0537425992445826,0.0005150761124121779,1.5199060108500015,1,1,c3^1+,ok,1,1,0.9782455673569124,0.9782455673569124,0.984395289830716,3.031547080185171,2.0,0.8086066185765198,0.0,1
RE15,15,c,6,1,c6^1+,1,tp_selected,1,1,1,1,1,"[""c6 1+""]",5.834,99.98,2.0,3.861,2.79,selected_final,accepted,c6-Persulfide^1+ | 1.5 ppm | score=0.766 | css=0.986 | %H=100 | %2H=0 | -mix,-Persulfide,0.7664378997632383,0.9855345764161806,0.6829930831297617,0.9745052473677356,3.0,0.37279354410022814,0.0,0.3021354562890419,3.156158048428393,3.555404450602832,0.8024489564230621,0.9871353128185152,25.0,2.8651935722323825,0.0007561475409836065,1.5495786503682951,1,1,c6^1+,ok,1,1,0.9672080121455046,0.9672080121455046,0.9916927428317831,1.5275492276364728,4.0,0.7260540797859358,0.0,1
RE15,15,c,7,1,c7^1+,1,tp_selected,1,1,1,1,1,"[""c7 1+""]",8.117,99.98,3.0,5.576,2.84,selected_final,accepted,c7-OxidizedLoop^1+ | -0.6 ppm | score=0.837 | css=0.976,-OxidizedLoop,0.8367585632615623,0.976457233036754,0.9987473335800319,1.0,5.0,0.2832600048758379,0.0,0.18968288762238783,3.236083087292909,1.7601266078961249,0.9497651360795741,0.9980301153480927,0.0,3.829029513956789,0.0007983021077283372,0.5506526477566047,1,1,c7-OxidizedLoop^1+,ok,1,1,0.976457233036754,0.976457233036754,0.9987473335800319,0.5506526477566047,5.0,0.7089790729567728,1.0,1
RE15,15,c,8,1,c8^1+,1,tp_selected,1,1,1,1,1,"[""c8 1+""]",3.886,99.15,4.0,2.466,0.12,selected_final,accepted,c8-OxidizedLoop^1+ | -1.0 ppm | score=0.638 | css=0.948,-OxidizedLoop,0.6382003617047087,0.9477552513477999,0.9477552513477998,0.9919781189514284,4.0,0.6546879133410637,0.0,0.5943113157215418,0.8311985527204583,3.592809952207477,0.7936268322764323,0.9659829540577483,20.0,5.400383201248678,0.00021033372365339577,1.0144195784068053,1,1,c8-OxidizedLoop^1+,ok,1,1,0.9477552513477999,0.9477552513477999,0.9477552513477998,1.0144195784068053,4.0,0.37977441237711784,1.0,1
RE15,15,c,9,1,c9^1+,1,tp_selected,1,1,1,1,1,"[""c9 1+""]",5.196,98.3,3.0,3.795,1.94,selected_final,accepted,c9-OxidizedLoop^1+ | 3.6 ppm | score=0.717 | css=0.990,-OxidizedLoop,0.7173596758349936,0.9904181348427682,0.9928270913149719,1.0,5.0,0.504844140443014,0.0,0.3142230760206476,1.521991694501847,4.879041223405392,0.9650402309626417,0.999101957537771,0.0,7.9337224133535456,0.00039666276346604217,3.6298989792790217,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9904181348427682,0.9904181348427682,0.9928270913149719,3.6298989792790217,5.0,0.49988271654741806,0.0,1
RE15,15,c,10,1,c10^1+,1,tp_selected,1,1,1,1,1,"[""c10 1+""]",15.537,99.93,5.0,9.21,2.3,selected_final,accepted,c10-OxidizedLoop^1+ | 2.8 ppm | score=0.905 | css=0.995,-OxidizedLoop,0.904688836734496,0.9947291802559352,0.9982848862370146,1.0,5.0,0.1806781368031979,0.0,0.11782420411539474,38.28126455369408,1.7350419193003401,0.9321001488011353,0.9976356537941807,0.0,2.003416309141374,0.010294203747072598,2.806213211287936,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9947291802559352,0.9947291802559352,0.9982848862370146,2.806213211287936,5.0,0.8410092395922293,1.0,1
RE15,15,c,11,2,c11^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c11-OxidizedLoop^2+ | 3.9 ppm | score=0.512 | css=0.754,-OxidizedLoop,0.5122668394836052,0.7544876785399719,0.754487678539972,0.6860703800718194,3.0,0.1937615648955855,0.3203070902521139,0.06203605514316024,0.4559930635533959,4.793908137390591,0.4876525815097704,0.4217379610607944,40.0,8.604863975164054,0.00010638173302107728,3.927691227345681,1,1,c11-OxidizedLoop^2+,ok,1,1,0.7544876785399719,0.7544876785399719,0.754487678539972,3.927691227345681,3.0,0.4678495865567438,1.0,1
RE15,15,c,13,2,c13^2+,1,tp_selected,1,1,1,1,1,"[""c13 2+""]",3.446,87.98,3.0,2.307,2.42,selected_final,accepted,c13-OxidizedLoop^2+ | 6.3 ppm | score=0.570 | css=0.905,-OxidizedLoop,0.5701580229111313,0.9045104054644233,0.9045104054644234,0.9100721968440051,3.0,0.4969065786760156,0.0,0.4206151288445552,0.5753846436792847,6.641074621748238,0.6056103460290946,0.8070270486967115,50.0,6.629016580839491,9.865339578454333e-05,6.274159111369272,1,1,c13-OxidizedLoop^2+,ok,1,1,0.9045104054644233,0.9045104054644233,0.9045104054644234,6.274159111369272,3.0,0.29252698290575385,1.0,1
RE15,15,c,14,2,c14^2+,1,fn_missed,1,0,2,2,0,"[""c14 2+""]",2.063,96.56,4.0,1.365,0.74,trace_only,quality_gates,c14-OxidizedLoop^2+,-OxidizedLoop,0.41995734380449284,0.9213830141263948,0.9566173732481367,0.8996685562087039,3.0,0.845,0.0,0.632,0.93,6.47,0.705,,50.0,,9.366217798594847e-05,6.309763512972166,0,0,c14-OxidizedLoop^2+,ok,1,1,0.9213830141263948,0.9213830141263948,0.9566173732481367,6.309763512972166,3.0,0.07950642560718822,0.0,1
RE15,15,c,15,2,c15^2+,0,fp_selected,1,1,1,0,0,"[""c15 2+""]",1.088,54.25,4.0,1.264,0.55,selected_final,accepted,c15-OxidizedLoop^2+ | -6.3 ppm | score=0.516 | css=0.876,-OxidizedLoop,0.5159022241592683,0.8761147431045392,0.8761147431045393,0.9711957572524086,5.0,0.667948848583656,0.0,0.4753788259915883,0.4457160623478245,12.032175522897148,0.6778936342868722,0.6630216732658399,16.666666666666664,8.460287614640151,0.00010714285714285715,6.305184922914925,1,1,c15-OxidizedLoop^2+,ok,1,1,0.8761147431045392,0.8761147431045392,0.8761147431045393,6.305184922914925,5.0,0.24609215899448425,0.0,1
RE15,15,c,17,2,c17^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c17-OxidizedLoop^2+ | -4.9 ppm | score=0.385 | css=0.807,-OxidizedLoop,0.38473050900752215,0.8071492927875172,0.8071492927875172,0.779414629273315,4.0,0.6476175646216132,0.24140099849202123,0.42944305776164193,0.5774492837062204,4.031926433365121,0.4448607452869335,0.6161007490815369,42.857142857142854,3.723465512907495,5.7977166276346605e-05,4.9410164328936945,1,1,c17-OxidizedLoop^2+,ok,1,1,0.8071492927875172,0.8071492927875172,0.8071492927875172,4.9410164328936945,4.0,0.14785062743366867,0.0,1
RE15,15,c,18,2,c18^2+,1,fn_missed,1,0,1,1,1,"[""c18 2+""]",3.894,95.8,4.0,3.538,2.99,trace_only,quality_gates,c18-OxidizedLoop^2+,-OxidizedLoop,0.5509900484587723,0.8913944686431067,0.8992966234570166,0.9440698162450845,5.0,0.701,0.0,0.625,1.02,4.93,0.681,,28.6,,0.00021677400468384075,4.654992403551539,0,0,c18-OxidizedLoop^2+,ok,1,1,0.8913944686431067,0.8913944686431067,0.8992966234570166,4.654992403551539,5.0,0.1973189973460034,1.0,1
RE15,15,c,21,2,c21^2+,1,tp_selected,1,1,1,1,1,"[""c21 2+""]",3.51,49.99,2.0,4.849,3.31,selected_final,accepted,c21-OxidizedLoop^2+ | -5.2 ppm | score=0.545 | css=0.812 | %H=20 | %2H=0 | +mix,-OxidizedLoop,0.5449386259496929,0.8118063243103698,0.5244068002168845,0.9141627860922436,9.0,0.5506166267411943,0.0,0.4226539975492717,1.1801252756460634,9.177006227529036,0.6492073544557632,0.8166940109317097,30.76923076923077,8.84814600366009,0.0002949355971896955,5.199129274618767,1,1,c21-OxidizedLoop^2+,ok,1,1,0.9232796577557205,0.9232796577557205,0.9237745045714647,5.199129274618767,6.0,0.3070402894049949,1.0,1
RE15,15,c,23,1,c23^1+,0,manual_negative_only,1,0,1,0,0,"[""c23 1+""]",4.131,75.05,5.0,5.712,1.31,trace_only,quality_gates,c23-OxidizedLoop^1+,-OxidizedLoop,0.5894810955604421,0.9057126094669175,0.4049203457173917,0.9913515453278235,6.0,0.786,0.0,0.793,8.15,2.37,0.601,,14.3,,0.0011189988290398127,2.699758430496227,0,0,c23-OxidizedLoop^1+,ok,1,1,0.7433954290540253,0.7433954290540253,0.7426150568391847,2.5543013537322974,6.0,0.07745497456656107,0.0,1
RE15,15,c,23,3,c23^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c23-OxidizedLoop^3+ | -12.5 ppm | score=0.431 | css=0.813 | %H=68 | %2H=0 | -mix,-OxidizedLoop,0.4306892253521958,0.8125693589777173,0.5888014705571122,0.6531696011932725,5.0,0.4273006438831105,0.0,0.17585174625801858,0.7984857857045125,21.272881289434515,0.41152060815238556,0.7693245976628026,64.28571428571429,19.979962943769042,0.00020506440281030445,12.476693447230607,1,1,c23-OxidizedLoop^3+,ok,1,1,0.7784640763772707,0.7784640763772707,0.7784640763772707,13.040664623672754,4.0,0.20565511081893623,0.0,1
RE15,15,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 6.5 ppm | score=0.602 | css=0.862 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6020845572303495,0.8620696386960268,0.4949721876706848,0.9907865367036399,6.0,0.6864476854929253,0.0,0.6875905948998016,275.8711733172059,2.7088982490808706,0.48604038207609745,0.8364109681919814,14.285714285714285,4.58110531501264,0.034528688524590165,6.543176778081113,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6416619153280362,0.641744517486666,4.414700658372638,6.0,0.3143974798577324,0.0,1
RE15,15,c,35,2,c35^2+,0,fp_selected,1,1,1,0,0,"[""c35 2+""]",-1.35,84.29,4.0,0.376,0.78,selected_final,accepted,c35-OxidizedLoop^2+ | -6.9 ppm | score=0.495 | css=0.753 | %H=74 | %2H=0 | -mix,-OxidizedLoop,0.49539325271396023,0.7527985460363333,0.5240108441998701,0.5551292498673931,6.0,0.1234256926952142,0.34812813126772213,0.8139393413737834,1.9032855159648312,6.400918583598784,0.3471492831123158,0.5796386653517946,64.70588235294117,6.656795178668015,0.0006020199063231851,6.913119059314191,1,1,c35-OxidizedLoop^2+,ok,1,1,0.8956862724482267,0.8956862724482267,0.8956862724482263,0.917462141799521,9.0,0.15317267804979046,1.0,1
RE15,15,c,36,2,c36^2+,1,tp_selected,1,1,1,1,0,"[""c36 2+""]",3.82,60.96,7.0,5.037,1.49,selected_final,accepted,c36-OxidizedLoop^2+ | -6.1 ppm | score=0.626 | css=0.928,-OxidizedLoop,0.626431175354518,0.9278315941127143,0.9256444698242574,1.0,9.0,0.6233305025862734,0.0,0.7193958489296419,4.0484509454287405,8.271776179622748,0.7141707097604114,0.6666666363617465,0.0,9.36547345428631,0.000990046838407494,6.130725283288547,1,1,c36-OxidizedLoop^2+,ok,1,1,0.9278315941127143,0.9278315941127143,0.9256444698242574,6.130725283288547,9.0,0.35188853571127143,1.0,1
RE15,15,c,36,3,c36^3+,0,manual_negative_only,1,0,1,0,0,"[""c36 3+""]",-0.271,41.6,4.0,-1.374,2.81,trace_only,isodec_rules,c36-OxidizedLoop^3+,-OxidizedLoop,,0.5746157934753781,0.8268116313414348,,,,,,,,,,,,,0.984122716963817,0,0,c36-OxidizedLoop^3+,ok,1,1,0.8218119732717927,0.8218119732717927,0.8268116313414348,0.984122716963817,9.0,0.11926442933243275,1.0,1
RE18,18,b,15,1,b15^1+,1,fn_missed,1,0,1,1,0,"[""b15 1+""]",2.716,91.18,6.0,3.795,4.7,trace_only,isodec_rules,b15-OxidizedLoop^1+,-OxidizedLoop,,0.8201786846404031,0.8062651888136204,,,,,,,,,,,,,23.751468505628804,0,0,b15-OxidizedLoop^1+,ok,1,1,0.763694338130276,0.763694338130276,0.8062651888136204,23.751468505628804,3.0,0.10414648119942176,0.0,1
RE18,18,b,28,1,b28^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b28-OxidizedLoop^1+ | 3.5 ppm | score=0.310 | css=0.817,-OxidizedLoop,0.3101023484243114,0.8170348606143493,0.8170348606143493,0.5624842584780184,3.0,0.5323697258864254,0.24438479201748375,0.5634116516726353,0.9727566864119577,17.099235426347796,0.37766109300282785,0.7207036104695507,62.5,21.525400625657735,6.881507188894397e-05,3.464313312631134,1,1,b28-OxidizedLoop^1+,ok,1,1,0.8170348606143493,0.8170348606143493,0.8170348606143493,3.464313312631134,3.0,0.3978093704845364,1.0,1
RE18,18,c,3,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",4.755,99.37,4.0,2.818,4.43,selected_final,accepted,c3-ThiylRadical^1+ | -4.6 ppm | score=0.603 | css=0.746,-ThiylRadical,0.6027009565920443,0.7462943088055463,0.816470294920549,1.0,3.0,0.4496090019872505,0.0,0.08283158437983817,0.6891187129309063,6.942831219342189,0.7470289352916413,0.5814028868724308,0.0,11.79101550111237,0.0001594612460750289,4.627621739543444,1,1,c3-ThiylRadical^1+,ok,1,1,0.7462943088055463,0.7462943088055463,0.816470294920549,4.627621739543444,3.0,0.31016474174581266,1.0,1
RE18,18,c,5,1,c5^1+,0,fp_selected,1,1,1,0,0,"[""c5 1+""]",0.949,99.32,3.0,0.468,9.08,selected_final,accepted,c5^1+ | 12.3 ppm | score=0.578 | css=0.909 | %H=0 | %2H=100 | -mix,-Thiol,0.5780493737391761,0.9094739421419034,0.7796239460188148,0.8066799884602339,3.0,0.3617165214057795,0.1958645991634015,0.18746680828465212,0.9218348651531151,3.4063611750357223,0.7176250986898632,0.832209218267909,25.0,12.996351074667729,0.00023632457445050406,12.301895875995449,1,1,c5^1+,ok,1,1,0.9954935229461384,0.9954935229461384,0.9954935229461382,0.7603700467229558,2.0,0.7388734004900626,0.0,1
RE18,18,c,6,1,c6^1+,1,tp_selected,1,1,1,1,0,"[""c6 1+""]",6.748,99.69,3.0,4.638,2.87,selected_final,accepted,c6-Persulfide^1+ | 1.4 ppm | score=0.815 | css=0.994 | %H=100 | %2H=0 | -mix,-Persulfide,0.8153035131282206,0.9937787284599797,0.6913938148341261,1.0,4.0,0.23572058807896357,0.0,0.19307953040472292,3.25440754224582,3.6023887230866203,0.8731439956175145,0.9941137147960059,0.0,9.838329776832733,0.0008795240456122954,1.399716111669707,1,1,c6^1+,ok,1,1,0.8291406361349407,0.8291406361349407,0.9578180643996238,0.27030706484477635,4.0,0.4381417981405872,0.0,1
RE18,18,c,7,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",8.059,99.89,3.0,4.627,5.59,selected_final,accepted,c7-OxidizedLoop^1+ | 2.7 ppm | score=0.728 | css=0.967,-OxidizedLoop,0.7277598022632484,0.9667790095054849,0.992875915231717,0.9930314320532885,4.0,0.38499531702471723,0.0,0.22888523866728783,2.707857166857735,5.797737898919334,0.8574668089295878,0.9930168544431377,20.0,7.971350444740316,0.0007481408031730293,2.7044368956010496,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9667790095054849,0.9667790095054849,0.992875915231717,2.7044368956010496,4.0,0.6983531920464985,0.0,1
RE18,18,c,8,1,c8^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c8-OxidizedLoop^1+ | -3.4 ppm | score=0.595 | css=0.889,-OxidizedLoop,0.5953562725873784,0.8892750445481574,0.9152423681042018,0.959921665515957,3.0,0.6636156505342551,0.0,0.5382831877493799,0.4902019713398844,3.0450732191674144,0.8027587553084675,0.8379998304842563,40.0,2.3753192990376553,0.00013801024624029087,3.3649039674393464,1,1,c8-OxidizedLoop^1+,ok,1,1,0.8892750445481574,0.8892750445481574,0.9152423681042018,3.3649039674393464,3.0,0.2602202043620366,0.0,1
RE18,18,c,9,1,c9^1+,1,tp_selected,1,1,1,1,0,"[""c9 1+""]",6.804,99.75,3.0,4.87,0.41,selected_final,accepted,c9-OxidizedLoop^1+ | 2.5 ppm | score=0.698 | css=0.974,-OxidizedLoop,0.6984298893056509,0.9738111867418705,0.9855413347952418,0.9902952053657548,4.0,0.46044891805228183,0.0,0.2967616938831996,1.4496454274368098,5.9497985434333,0.853941155772199,0.9726659692025726,20.0,7.800323607760825,0.000416790613121798,2.530262814713203,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9738111867418705,0.9738111867418705,0.9855413347952418,2.530262814713203,4.0,0.4619713606948373,1.0,1
RE18,18,c,10,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",15.984,99.95,3.0,9.184,2.66,selected_final,accepted,c10-OxidizedLoop^1+ | 3.8 ppm | score=0.900 | css=0.992,-OxidizedLoop,0.9002486663568239,0.9917300256265504,0.9939944467542674,1.0,5.0,0.16917805097587946,0.0,0.12288153750965114,39.24685279476281,2.673246394679167,0.8765720000321364,0.9936568988489436,0.0,3.0382595122954745,0.011510494133201123,3.838599342714412,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9917300256265504,0.9917300256265504,0.9939944467542674,3.838599342714412,5.0,0.9394113836822393,1.0,1
RE18,18,c,11,2,c11^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c11-OxidizedLoop^2+ | 0.5 ppm | score=0.544 | css=0.804,-OxidizedLoop,0.5441113521314385,0.803573362712209,0.8035733627122091,0.9317462603724487,3.0,0.3375831315700756,0.0,0.19826403056493191,0.6116753304583783,14.708412783680314,0.6651636297099507,0.5460459505410461,40.0,13.488282298916989,0.00010156998843166418,0.4923927776523724,1,1,c11-OxidizedLoop^2+,ok,1,1,0.803573362712209,0.803573362712209,0.8035733627122091,0.4923927776523724,3.0,0.36130456332863414,1.0,1
RE18,18,c,14,2,c14^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c14-OxidizedLoop^2+ | -7.9 ppm | score=0.537 | css=0.920 | %H=0 | %2H=100 | +mix,-OxidizedLoop,0.5373144725966899,0.9202335593822499,0.410446540305335,0.9229891853447908,4.0,0.6729795704385721,0.0,0.4533030236634532,0.8264204800547731,9.273356012469467,0.5231837123667743,0.8414339386545858,33.33333333333333,8.932699508972023,0.00022987935878367212,7.9170997386963045,1,1,c14-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.6038091139639693,0.5988249733976003,17.3469211845205,5.0,0.0628908804762019,0.0,1
RE18,18,c,15,2,c15^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c15-OxidizedLoop^2+ | 11.2 ppm | score=0.420 | css=0.889,-OxidizedLoop,0.42041297937391253,0.8885695509165317,0.9185273900515006,0.7741777615752319,3.0,0.6691289836165561,0.21397874109620785,0.4811774394941686,0.5507827595438521,8.653824127277936,0.6445559864933319,0.8631858171730148,50.0,8.81611658344611,0.0001238968765493307,11.202555638882279,1,1,c15-OxidizedLoop^2+,ok,1,1,0.8885695509165317,0.8885695509165317,0.9185273900515006,11.202555638882279,3.0,0.2672531805557935,1.0,1
